Region,Date,Oil Moisture,Blood Pressure,Heart Rate,Oxygen Saturation,Telemedicine Consultations,AQI,Water Levels,Temperature,Agriculture Target,Healthcare Target,Environmental Target
Karnataka,2024-12-17,14.876777519876383,121.46789591952651,86.65852190107343,97.0101360844412,5,291.8532475980067,2.5289492800579656,17.116007188482797,1,0,1
Maharashtra,2024-12-18,17.75872593641363,129.65274683501798,91.49548107009332,98.64469600052578,0,1.4605222966509679,2.127166590037064,27.570880617577224,1,1,0
Tamil Nadu,2024-12-19,18.009413014397033,149.6949551462331,78.17381692270621,98.89910442005034,2,123.80347451374477,3.887932587806579,16.900804813032387,1,1,0
Karnataka,2024-12-20,15.625444650725521,120.11248284225236,85.20988877824632,95.59109311145545,1,30.13726490429053,4.447500596063232,16.89907294836662,1,0,1
Uttar Pradesh,2024-12-21,17.55519992545508,110.42569558814463,69.9353443497283,95.00015359422692,5,152.74738966878078,3.61631021182299,29.563667143769646,1,0,1
Tamil Nadu,2024-12-22,15.462071925039254,142.72084121984685,88.21843321133946,98.56068522940302,7,7.400986362146145,3.046362442586197,21.482703476655928,1,1,0
Kerala,2024-12-23,15.202111576404507,149.5586927624849,77.10405334813349,96.78298087993103,2,122.06952941718836,1.6356990673766862,34.548458954274956,1,1,0
Maharashtra,2024-12-24,14.279170673227764,106.038248711412,77.70182059258983,96.2724066580913,9,66.20972243560054,1.2138348504192726,15.7470587287111,1,0,0
Kerala,2024-12-25,16.290749593364616,114.39244676535668,85.97289298307527,95.06448734894762,7,159.99250873762225,2.7827671609869857,23.902133274359883,1,0,1
Tamil Nadu,2024-12-26,7.379076579396106,108.51831938565964,97.45122485875706,97.7014970338075,7,298.79809473020987,1.197398254789685,17.262718753480474,0,1,1
Tamil Nadu,2024-12-27,18.213061387983927,120.87648469493,62.56025386434484,99.2557536771299,4,240.1608315380243,3.2773385276289004,22.027579335162173,1,0,1
Tamil Nadu,2024-12-28,18.07765291617848,127.02105873432475,92.9897294938803,99.78815823136294,7,253.6926274873264,2.530916765271085,34.96444901218101,1,1,1
Kerala,2024-12-29,5.438709245518387,144.9295802177984,71.69532441648772,97.82872475306644,5,190.57949620772428,4.028756478727878,32.776850234770635,0,1,1
Tamil Nadu,2024-12-30,17.38725125847144,139.06885509290044,77.75677818025511,97.57230663869947,4,12.467954481677568,2.222593987344734,15.966488177107937,1,0,0
Kerala,2024-12-31,6.933048012101678,137.25571404870587,60.87653315100036,95.4252819274462,8,62.03930281324324,3.3719308038697284,26.265116876513666,0,0,0
Tamil Nadu,2025-01-01,10.026782813887127,121.14249679657927,72.04184311337252,97.744364007713,6,277.5193669341165,3.150734087020402,27.956446096488712,0,0,1
Uttar Pradesh,2025-01-02,16.152623844374116,150.48685318508558,80.10524970520521,96.89989539482697,7,109.83393537862537,1.0188497020889646,19.190692479002514,1,1,0
Tamil Nadu,2025-01-03,7.411398440724623,128.27723004388986,62.24704309389756,98.03567640441788,0,31.091017944238676,1.2895575930572414,17.902111467929004,0,0,0
Kerala,2025-01-04,17.26950536178593,158.74629628090926,79.6438291753266,96.94363173938274,1,210.7216097598606,2.161472849944082,33.087622693310465,1,1,1
Karnataka,2025-01-05,17.482012669366128,138.0485282977442,97.08442515433708,96.20149561725184,7,89.83731718027639,4.52894032408306,34.37632882966753,1,1,1
Tamil Nadu,2025-01-06,12.612016006412542,107.57588449387016,64.21572872431221,95.47482637614188,8,80.65707387125151,1.5880598195991142,34.837857146392835,1,0,0
Karnataka,2025-01-07,5.095788075752504,140.57065372452604,90.57762912302017,96.57459222294447,3,299.3932366674781,3.8435773218421665,30.79523547469269,0,1,1
Uttar Pradesh,2025-01-08,9.30557199762369,119.50624092590193,76.3868421350397,95.48322417143876,9,257.4416775079963,4.893466264609149,28.270041388105142,0,0,1
Maharashtra,2025-01-09,14.253903775636132,141.17963180116584,86.20694858097352,95.88448475411992,9,122.38134551035232,4.162270210764621,21.914605043859957,1,1,1
Uttar Pradesh,2025-01-10,19.717792670411352,104.17846888974435,70.40946391940918,99.93668079289773,8,294.0783623449497,1.9717814467481758,18.42796624649505,1,0,1
Tamil Nadu,2025-01-11,14.477202905250026,110.49288623055756,66.37969050165434,97.22051778453309,3,195.0339670257641,4.6334610416523265,16.579611987324633,1,0,1
Karnataka,2025-01-12,8.897053715962397,151.34423553434718,66.41850457084905,97.65935883252509,9,222.60673556392808,1.3724286260335603,28.865949371029842,0,1,1
Karnataka,2025-01-13,14.510085546494171,113.6307734214109,62.81967782572578,99.36809264368608,9,9.453912924663477,2.872567767482943,30.694468303587165,1,0,0
Kerala,2025-01-14,13.099780695737833,150.2224675145764,67.42586819604972,99.97784450245344,9,36.48157780441713,4.550167630905655,31.5290730490996,1,1,1
Karnataka,2025-01-15,16.697680927267154,116.75656530726462,86.56877539955873,97.9135722467234,8,189.92553794887152,3.565062837027479,33.27530006607597,1,0,1
Kerala,2025-01-16,6.604709582404376,138.57291460352246,95.26762447374031,99.06236910522085,6,269.7071947948452,2.6545782589107954,32.59859127276747,0,1,1
Maharashtra,2025-01-17,16.41541853753042,141.64903441058988,92.56502742364647,96.63470512168338,1,187.1231178262787,2.171251466948675,34.99482544516185,1,1,1
Tamil Nadu,2025-01-18,13.118998680141654,130.7592851887032,87.40537239497937,96.52871978723645,8,40.20746829569754,2.5003976212734,19.881280219345026,1,0,0
Kerala,2025-01-19,19.44488005788492,118.31864060180388,64.41727453644411,97.0135186049728,3,34.72801387389739,3.035767124037145,30.266152304244212,1,0,0
Maharashtra,2025-01-20,10.12808249058029,112.75866258226577,71.567497851838,98.36253631336825,7,253.2557687472245,2.2761757194912295,26.729190247495954,0,0,1
Karnataka,2025-01-21,14.489328397009222,101.99136127374557,72.39227501289876,98.41095844627549,6,41.79070161237429,4.875871448329199,20.224902649071648,1,0,1
Karnataka,2025-01-22,18.980421582650262,118.23678407444342,69.99827785590485,96.57619717324725,6,156.06958815120763,4.73231061226458,34.638106445738856,1,0,1
Maharashtra,2025-01-23,6.537645919860189,139.189767431877,80.60022638838893,95.66604962068314,7,11.133995988690682,4.482685872857283,32.957962095485044,0,0,1
Karnataka,2025-01-24,19.05842730854677,156.29828910690895,81.4221525951869,98.16198128232755,0,24.20093021735321,2.6873193420906136,17.570313368882328,1,1,0
Maharashtra,2025-01-25,15.318285834512201,152.27226893578313,74.27543900684441,95.64162931094383,4,201.70448029285944,3.7652070773409156,15.523166846468397,1,1,1
Kerala,2025-01-26,6.017555886577579,145.96388659211817,74.15156634945744,97.89246254114666,1,206.754423128255,4.611317228143859,28.766615246653537,0,1,1
Kerala,2025-01-27,9.514453504202244,147.3068405951979,93.14222391624325,98.46711064028155,1,102.44082198253271,4.401717950715712,27.082612577130703,0,1,1
Maharashtra,2025-01-28,15.622581329679225,139.89909420855972,91.57171393278742,98.50305748197226,0,64.68292957291342,2.6573080560808306,33.71631248222292,1,1,0
Kerala,2025-01-29,6.010259022031575,115.61721145396018,72.31183326722983,98.76736055329798,4,244.1130812271924,1.4495441972890428,19.6801057432074,0,0,1
Kerala,2025-01-30,13.732556902644099,154.43170184234978,96.55153775493037,99.36429710782832,1,65.13096884096711,1.3025214553381979,16.687758957899742,1,1,0
Kerala,2025-01-31,10.188245854294351,140.24393871435004,98.11260068010024,97.49979495982394,3,162.6081208999139,3.3082561809028106,20.18430667543973,0,1,1
Uttar Pradesh,2025-02-01,14.313732766512157,133.6264378588264,73.06970168120164,98.65124594764785,2,290.4626522588716,3.5705117408437266,15.37855281022927,1,0,1
Tamil Nadu,2025-02-02,5.686130507187693,106.65936815280887,74.1769979517222,98.09586367682918,2,44.35573135871513,4.399370418388097,15.717855023778649,0,0,1
Karnataka,2025-02-03,18.073052092285643,126.82333262838553,80.22536613687835,95.93319969898842,1,282.26288024841267,2.170060081364124,33.29715611841519,1,0,1
Uttar Pradesh,2025-02-04,19.60233453766095,127.62149627211558,97.64483250134694,95.12844822434704,5,54.867915920600595,1.66988196220017,22.040331650037565,1,1,0
Kerala,2025-02-05,19.53316782928537,151.8738165713602,95.05277732569246,96.42270692838467,1,170.23296240696888,2.516023332712798,23.21618002019361,1,1,1
Maharashtra,2025-02-06,16.24477747614387,132.7988932112673,64.1027185033436,97.2151685316881,7,113.10231358762339,2.4143004945291002,15.367433090762088,1,0,0
Kerala,2025-02-07,6.951293601959479,122.82403293822458,75.70922973085665,98.08552972214328,7,289.4785804505478,1.529875816071419,20.41043560343693,0,0,1
Tamil Nadu,2025-02-08,16.373947938935338,158.60801971063955,82.13484758999087,99.24979665251603,4,82.06260870058108,3.6891306100526084,31.09451967482862,1,1,0
Kerala,2025-02-09,5.368803746882023,106.64323559957894,80.1252989020616,95.98122858353082,9,119.89740062572609,3.034767762917504,27.309819193334384,0,0,0
Maharashtra,2025-02-10,5.331853272934959,125.35290569871668,67.75452271747571,95.62774894949239,6,294.85803535662615,3.884491024459065,30.075612021728304,0,0,1
Tamil Nadu,2025-02-11,9.854153287243118,102.52148051028432,94.35267084672618,99.81739973737163,3,160.94111735654195,2.410764480678939,23.9442748158757,0,1,1
Kerala,2025-02-12,12.329647856069986,144.39424724601582,87.07763131987349,95.54022279688203,0,150.78903468637606,2.302808846310809,21.1945844350266,1,1,1
Tamil Nadu,2025-02-13,16.556111267116897,155.08459313194902,93.51633499407214,97.39245535053594,1,77.33354646119739,2.8903034121754225,24.656201866567407,1,1,0
Karnataka,2025-02-14,15.249430649097578,116.80223977302937,94.35057117397889,97.9278186439665,9,210.40906809313245,4.509629381580588,21.461421368115023,1,1,1
Karnataka,2025-02-15,11.688540595651226,151.50050060794726,89.93423414662959,97.7068721045372,9,4.311885533333292,1.1611252269359214,31.77942193348136,0,1,0
Kerala,2025-02-16,9.104399994224988,117.53309382771387,77.56842404998869,95.43016078516472,3,14.85378891068806,4.219331269185888,20.953474311856915,0,0,1
Tamil Nadu,2025-02-17,19.956867502365668,154.64620969863492,84.42187020061698,95.2851345700181,0,179.80757614074082,2.475950450631026,28.195272809061677,1,1,1
Maharashtra,2025-02-18,11.392719533539594,145.23771421580705,66.41461624478973,95.52741713730518,7,102.50237214553624,4.41847610315391,17.739644446190557,0,1,1
Kerala,2025-02-19,11.770805364945133,148.2944066104863,86.94581669899631,97.92793841936306,8,285.99491166028815,4.208812035343426,28.737329874698197,0,1,1
Karnataka,2025-02-20,7.454357317875038,101.08039333602727,67.17013022957123,97.7217244381716,3,270.9572072168357,2.3950449895843535,33.26599423200068,0,0,1
Karnataka,2025-02-21,16.92214323124894,157.76862142444156,87.75798362040626,96.16870396018372,9,214.11187760301218,3.775506141286464,27.171663092798166,1,1,1
Kerala,2025-02-22,15.40523338672233,143.60025952421938,69.18392643015875,98.18887070922796,2,245.4436743383404,1.6385310270937605,26.197107600689545,1,1,1
Tamil Nadu,2025-02-23,8.311544191831405,118.285065723168,64.7020520060088,99.10033751027825,1,200.199554900308,4.5851262086551525,34.2223653604328,0,0,1
Karnataka,2025-02-24,6.235715684237641,149.7636798915308,66.6113796057183,95.20789479923297,4,37.6746308130482,2.6179642578076376,27.547931106316927,0,1,0
Tamil Nadu,2025-02-25,15.207489531120697,116.8912719048958,60.07968540876281,97.49064971774021,2,229.6630109067608,2.8225024614208007,20.191008665461652,1,0,1
Karnataka,2025-02-26,14.81766821421703,152.36523037396768,88.7495847141412,98.44655206051345,9,63.057590615653915,3.8230362041479395,20.84782047695481,1,1,0
Karnataka,2025-02-27,9.098892904973141,106.75482342471622,89.29604196233517,96.26155963534843,6,97.03285653005904,4.283360946819403,29.106132850718545,0,0,1
Uttar Pradesh,2025-02-28,19.262953433756156,142.22115864764774,80.59733399653038,96.53885452646574,5,245.77026363072605,1.9453709733128384,29.708731877843725,1,1,1
Karnataka,2025-03-01,7.265868376713503,132.44190859869462,66.45451204221534,98.06818951494692,0,160.95768251803446,3.6454005595079817,21.069924635780303,0,0,1
Maharashtra,2025-03-02,11.485022015639029,105.79206821172644,63.34217350042759,99.48967646721869,7,257.98221425502277,2.567992175556594,21.906879558526605,0,0,1
Kerala,2025-03-03,19.154238802513984,114.51362969553034,60.76515865749148,99.0496221015145,1,63.91059595297926,2.4748116960158453,34.82113017478174,1,0,0
Kerala,2025-03-04,11.295909753891834,100.74424217663889,66.62992707860883,97.91565109549792,4,182.33353158206614,3.760103295762619,17.03905099160555,0,0,1
Tamil Nadu,2025-03-05,14.577889214961283,128.12607792787034,95.63422139932587,98.65110858878624,8,25.137291764478487,2.5487330966237374,23.092900568801987,1,1,0
Karnataka,2025-03-06,10.963915969441913,118.07591564560002,69.66147366806727,96.82411235103899,7,192.9182980620089,2.3844340006576306,16.24895062395015,0,0,1
Maharashtra,2025-03-07,9.113228035230051,135.90144905786553,74.17085308868863,98.20482764049379,1,228.76021133266042,4.343553632504969,31.42156723996482,0,0,1
Tamil Nadu,2025-03-08,19.759664719397424,117.83426846251703,64.21381937925332,97.33090795563778,8,175.4792681936165,1.4051044953240255,16.846916778908646,1,0,1
Uttar Pradesh,2025-03-09,11.140010094725646,117.99514669041908,68.89445218992681,95.9496806822878,4,79.86945044964308,3.7035704913208427,28.480147129254224,0,0,0
Tamil Nadu,2025-03-10,18.411488055187014,144.5915919238962,80.7689828312082,98.50869136938628,9,9.402800657660016,1.9949015751624986,16.12966848006964,1,1,0
Tamil Nadu,2025-03-11,8.449319088366293,102.88857015870121,84.3101073238261,97.78232318674411,5,35.83466518928573,1.0619929673047612,28.457100756193825,0,0,0
Karnataka,2025-03-12,8.19657056037625,154.17369971151925,69.81409256664844,96.79310790976795,2,186.69089372220787,1.667057075490768,31.860738938554064,0,1,1
Uttar Pradesh,2025-03-13,5.46701124326767,151.13583246347088,62.30928636900469,99.55669595039315,2,280.32606505275413,3.426646119103471,22.976430538481146,0,1,1
Tamil Nadu,2025-03-14,14.775002380638275,140.06828099358438,75.64131476509594,95.10467058913366,9,61.96032119160192,3.8365087659437496,25.44252986864354,1,1,0
Maharashtra,2025-03-15,10.527895155856417,135.59329420644306,69.36813483705336,96.57886575624748,7,220.50784473152964,1.0842311342252802,23.03083476010565,0,0,1
Maharashtra,2025-03-16,17.965373747594555,153.53814988837914,68.78215692919207,95.28440698888824,9,259.93531897471246,1.1457017732068806,21.00977517265278,1,1,1
Kerala,2025-03-17,12.098148600373356,111.11981077172287,98.39451210853821,98.83263658110813,9,156.2646535342533,4.610168459371812,31.065268012542564,1,1,1
Uttar Pradesh,2025-03-18,19.522901418720828,104.73814973144971,84.65201943702897,98.51053727056896,1,200.77973875309732,1.2932232724548793,20.440051474619793,1,0,1
Uttar Pradesh,2025-03-19,7.782882735546817,114.3706101945723,82.27513772688383,96.65676109368158,1,244.50459500284444,4.576728634466285,29.45886848778894,0,0,1
Kerala,2025-03-20,18.02934751933416,147.67469672201142,76.63100414093287,98.37831451103537,4,78.20254732217808,1.9126636550036231,19.123941585104046,1,1,0
Tamil Nadu,2025-03-21,16.648952791876127,102.080216003589,77.15777333720577,96.97968613097974,5,89.0687022804129,3.9600712006328513,19.99707592156659,1,0,0
Uttar Pradesh,2025-03-22,16.563827669660782,134.96841010500938,81.63620015352323,98.78126895711218,1,0.1882549885368512,2.2389329957840483,21.729223251544244,1,0,0
Maharashtra,2025-03-23,17.671748421753314,159.7262509714786,87.8571922814443,97.27091831368352,4,288.92823926934074,4.435008102436735,26.783127547875765,1,1,1
Maharashtra,2025-03-24,16.415359864144982,151.34176563025238,88.08584384727318,97.06139863915833,6,275.26346837890344,3.8018194616974315,24.08844638319082,1,1,1
Karnataka,2025-03-25,14.393304824471231,131.28674134261536,66.86775630821798,99.67364957744151,9,229.3704791278291,2.6072538344067806,29.90289619655641,1,0,1
Uttar Pradesh,2025-03-26,6.968673165235813,103.81845455719854,80.00451008306507,96.2543954994535,9,23.722806292994434,1.3052098166963182,19.271346006723846,0,0,0
Tamil Nadu,2025-03-27,5.487892692368779,149.88241086314258,76.47832380136407,95.60223669998283,7,134.25086690985245,3.930800735483228,15.213445756976682,0,1,0
Kerala,2025-03-28,18.8127177172353,135.93871049063262,94.82107865077538,97.92271556629728,6,30.567526191465845,3.467539023860726,30.5311494357044,1,1,0
Kerala,2025-03-29,14.24975471781107,106.89597982357401,85.25675684873505,99.84660906142089,7,4.776080178839582,1.011646871335155,31.43298667760145,1,0,0
Tamil Nadu,2025-03-30,16.948059364642646,105.63143708940137,81.30016265663927,96.88919606863594,8,184.85488956377918,1.0376794238897813,16.18960326216779,1,0,1
Karnataka,2025-03-31,12.22283527268825,154.57760916619554,64.61578568715669,95.31018381814391,4,288.2488251240565,4.235171892770776,27.21815044316793,1,1,1
Kerala,2025-04-01,6.759622834435917,140.1520157762847,84.22551557293646,96.69652633654783,4,270.86040702964505,2.0375989552074154,22.564135677461557,0,1,1
Uttar Pradesh,2025-04-02,6.877786883038256,149.75720795900534,64.68815622720933,97.5296582715978,9,209.0264444806213,3.5445346709122627,30.877913103890336,0,1,1
Karnataka,2025-04-03,15.28347930843457,152.73873401693604,73.48826302263008,95.80961503316107,3,28.992175249461425,2.81685767906099,32.48829108392957,1,1,0
Uttar Pradesh,2025-04-04,11.454588423491941,134.30634112289934,65.71367859257327,98.29051109028246,8,82.24921130169004,4.453720058087069,32.02007533594498,0,0,1
Maharashtra,2025-04-05,8.00787090050505,131.04678110530247,87.68294588097476,99.988746945051,4,96.0170180655873,4.6678444524099545,30.54408494701704,0,0,1
Karnataka,2025-04-06,12.373918201121553,125.8256446192594,68.2500845534461,97.25869737990722,1,228.94501732366837,4.987230850715417,20.38104457484326,1,0,1
Kerala,2025-04-07,5.963134056127012,119.01679526746716,75.67437492752104,96.77364278365107,9,240.6747537705342,1.6147365432289873,31.237792871366334,0,0,1
Karnataka,2025-04-08,13.729571028715982,126.07575765152271,95.82699110475114,97.00352083417233,7,115.53183689697613,4.451856185901901,25.669569518125854,1,1,1
Karnataka,2025-04-09,9.034901066526466,146.4327793438094,68.17265533595881,95.57573089197601,6,125.3651989852829,2.064085506915207,16.055132296641816,0,1,0
Karnataka,2025-04-10,16.96338650955782,136.11540586090788,80.31220255835116,99.41636800713113,7,13.3527117828514,3.3632634995820307,24.138776997964978,1,0,0
Karnataka,2025-04-11,9.655429383853606,153.55139739729077,76.77086644664088,97.07412827760676,2,86.7410155256283,3.0230913354768436,33.84315834059987,0,1,0
Uttar Pradesh,2025-04-12,11.828302236227017,126.60280086275127,60.72496164182919,96.9363720571242,3,135.385553153292,1.0719525262895506,32.757186994711056,0,0,0
Maharashtra,2025-04-13,5.174308098621509,136.42537472312523,91.7103245429125,98.29845136465237,4,35.09491391557727,4.731085119624379,17.04528561994232,0,1,1
Tamil Nadu,2025-04-14,6.086703316918383,137.87845318551933,62.76183625258399,97.21016710465562,5,135.9802382265064,1.3133082205968738,29.882533714287405,0,0,0
Karnataka,2025-04-15,10.887403346100271,135.50182973837954,78.97020083907815,98.24116734403923,0,255.95274367734012,3.7528756776309433,31.115857319164697,0,0,1
Kerala,2025-04-16,12.199082520756853,142.158026385131,82.42713179755799,95.30723145065394,3,174.396305917516,4.140027344833048,20.427763764735296,1,1,1
Karnataka,2025-04-17,14.000308221789556,114.24600810248837,85.13705826458349,99.06861671861114,9,23.678956511523698,4.181151396190737,24.432171414821845,1,0,1
Kerala,2025-04-18,9.374938680639548,130.74182665274745,87.54526517231503,99.70251976439701,4,57.5013956490823,1.5419780757153791,29.21975882927366,0,0,0
Uttar Pradesh,2025-04-19,15.424728291898138,106.25348816850087,70.13089534090861,98.24382693079693,6,142.36330504756688,2.7902798020318884,23.78082977642296,1,0,0
Kerala,2025-04-20,17.901835957838067,123.07067965868876,60.39915106633798,99.77282964429405,4,108.44614494654363,4.317715481735919,17.25593837733154,1,0,1
Tamil Nadu,2025-04-21,16.69776483340025,129.26002411727586,88.93774649419647,95.75716157184982,0,107.61810586382963,2.2107168415150187,29.11764889363443,1,0,0
Maharashtra,2025-04-22,5.594282380225357,139.13345557272834,81.42626397390315,97.38708094740177,6,158.78023444307706,2.8709947014986543,33.23277379470607,0,0,1
Kerala,2025-04-23,12.207604208867433,157.0318631551722,93.44470812828996,98.00903366972723,7,175.31877647683723,2.091175570799383,28.04969456812315,1,1,1
Kerala,2025-04-24,6.573952676272623,136.03906399290136,92.85553451602777,97.90868323710593,6,239.05847108285732,2.8542056715412967,30.47601497138068,0,1,1
Maharashtra,2025-04-25,8.630675237937911,144.6156349705936,93.73304671151533,97.00730889544522,3,102.2899690387454,4.55135169037152,22.16725071315657,0,1,1
Tamil Nadu,2025-04-26,19.799938899007195,130.37596356971216,79.4037863991816,96.6904220468313,7,241.63988491217603,2.8204969241310778,18.663964902532697,1,0,1
Karnataka,2025-04-27,7.137433143522698,138.04624188257986,73.34513583347463,95.6341201127521,4,101.58336873378975,3.2236480682972815,27.855473232365853,0,0,0
Kerala,2025-04-28,12.483322301770341,104.2559329680264,91.6623281036548,96.9587122528114,9,16.62989668237015,2.615905133212334,21.555424116824376,1,1,0
Maharashtra,2025-04-29,14.272336014771787,115.26349485051082,78.0517645211702,95.81330407552743,8,166.25629530143735,2.840468732813302,32.20147037979586,1,0,1
Uttar Pradesh,2025-04-30,15.536974558161559,121.71118559230833,67.33768785613738,98.67182838246109,9,176.37069746844435,1.0606967961856868,17.45256099956013,1,0,1
Maharashtra,2025-05-01,13.394730252303711,128.34960130039082,94.19896078245898,96.04415467747295,4,280.362073686558,2.134982039841824,23.669273994662476,1,1,1
Uttar Pradesh,2025-05-02,5.146562711287755,102.73892473014303,95.3023950708939,95.29282652642267,0,217.8183978187423,2.7463268869672977,22.934552009367717,0,1,1
Tamil Nadu,2025-05-03,9.896919623659878,108.40144585319906,78.6523902456068,97.76183068908617,8,275.33179574833184,3.5351879039709155,33.76107707107859,0,0,1
Karnataka,2025-05-04,12.765674650770672,116.60885846747834,63.0279890923915,97.976148663597,4,272.5041630729029,2.8002077222155686,18.06269601208808,1,0,1
Maharashtra,2025-05-05,6.3179974871725,158.29196145406303,75.51304359667725,99.35956530640253,5,181.37223307747266,2.351268173286256,15.19693650024022,0,1,1
Kerala,2025-05-06,10.259403968137711,119.88082042618305,92.14150637850413,97.88490806208841,3,158.32861960093427,2.5523949413766287,19.76170425614235,0,1,1
Tamil Nadu,2025-05-07,5.498046631870499,128.92246348672495,96.07096114184915,96.72740426861724,5,167.23229014907997,1.9691733168018661,31.40553719537309,0,1,1
Maharashtra,2025-05-08,6.178677457325311,111.76586276430358,68.13890969990383,99.0150594076316,7,293.49924230317436,4.697977131096211,19.18643632094034,0,0,1
Kerala,2025-05-09,10.953849143023941,136.6468042645461,62.67894448101086,97.7013944659371,2,231.95030752408766,3.0869729031636584,19.817561274109654,0,0,1
Maharashtra,2025-05-10,6.9907363106459055,116.84099293095846,95.09401812531354,95.39640142315596,4,31.87977143771875,1.0536378154884924,17.597976090736218,0,1,0
Uttar Pradesh,2025-05-11,13.513112723923372,112.4195547063056,75.57619755915502,97.82925280156623,1,233.52852203441998,1.0777850336781865,29.30872406553081,1,0,1
Maharashtra,2025-05-12,15.341974537058986,130.99435770675873,81.67043857070253,99.54009272710832,1,51.16141466946777,4.891846539808166,16.383483810108345,1,0,1
Maharashtra,2025-05-13,17.008800486636243,100.33034794962525,98.72263248203035,96.9815631274911,6,134.2051647016877,1.8858035654929801,21.62416604657043,1,1,0
Maharashtra,2025-05-14,8.002253663672152,100.45984195895352,62.66258911656892,96.481629009499,9,63.13790165296028,4.222433155257258,20.649974532419293,0,0,1
Tamil Nadu,2025-05-15,7.512238733886046,113.14412854611146,85.93272029808382,95.7173472850901,9,206.87491965996892,1.233101206242298,26.103194595803096,0,0,1
Maharashtra,2025-05-16,6.5685176050160035,102.20328175004927,62.964216902994686,95.75722760967679,9,263.1929208579107,4.684650946778197,29.60832530039471,0,0,1
Kerala,2025-05-17,14.54645374315455,106.48154524784148,75.01875713866002,97.1638574217091,5,87.10856561000429,4.497668014666713,25.65752869393495,1,0,1
Uttar Pradesh,2025-05-18,15.597135897303517,120.3316389603251,92.15258180773787,97.97839912080765,3,24.60322236245629,3.2843726497380588,33.62051985950136,1,1,0
Uttar Pradesh,2025-05-19,5.473792172384631,148.15514077478878,77.33888931022537,95.403077025848,4,89.54792942248898,1.035994629133023,34.028852777746636,0,1,0
Maharashtra,2025-05-20,19.043183693655347,134.32291860215804,99.88729415611802,99.69784294512583,0,201.70855737965832,2.0312434960933503,22.22930656997031,1,1,1
Tamil Nadu,2025-05-21,5.7795692547720865,130.760063557385,82.36237139786408,98.77566808722598,6,98.62803826633498,2.62729058959386,30.553607525497853,0,0,0
Tamil Nadu,2025-05-22,13.119445029516058,117.6093293924873,72.84648610543815,97.93311959141832,7,83.43365026614103,2.840256466990247,29.77602766536379,1,0,0
Kerala,2025-05-23,15.635907791763746,155.90522316596898,68.80445303619013,99.14219335469495,8,55.33055717527948,2.190715034249488,32.859291834096545,1,1,0
Maharashtra,2025-05-24,18.064536856191282,123.8209024742315,74.02082137144647,95.40093378406057,7,149.25492806233007,1.13179147298212,23.958872804154066,1,0,0
Uttar Pradesh,2025-05-25,15.711303981986417,105.2255660077463,74.90133095038203,97.38419438866562,4,82.78464844715627,3.3605096237061685,25.609463743955843,1,0,0
Tamil Nadu,2025-05-26,17.025921246046877,137.02399096706807,62.74854710895844,98.15046563430832,2,219.30310474184495,3.0966186707790238,23.315486271631478,1,0,1
Maharashtra,2025-05-27,10.091752888142091,106.83030360859608,74.78296797707092,99.14326453059145,9,22.986720597660813,2.132002541716311,32.00753838599411,0,0,0
Tamil Nadu,2025-05-28,17.222376706197686,120.71338856810152,78.569540789569,98.91734780024633,8,199.20990993339527,1.1519038702784261,19.594046307242685,1,0,1
Tamil Nadu,2025-05-29,6.201722695770127,130.44471632306852,88.90951008955219,96.385346248567,5,71.26800437033096,4.978376748887761,19.794181564848895,0,0,1
Uttar Pradesh,2025-05-30,18.422249840907917,152.45335148111053,86.26917938886432,99.70440084779602,4,146.78377831548093,2.9279447473056237,22.452102071541596,1,1,0
Karnataka,2025-05-31,13.213885642306044,129.61279482040712,88.35062620916617,95.62172920715435,2,85.82697660937818,4.024016967096308,19.606856642047024,1,0,1
Kerala,2025-06-01,17.259466549437406,142.13552596189987,60.334547275074286,99.37566809310576,5,216.8306028032387,2.809256140205342,26.220136728298414,1,1,1
Kerala,2025-06-02,11.784774267774502,159.5690103399442,68.70669598322144,99.85470124802309,2,283.592112075491,1.1726811634517658,17.689802129910046,0,1,1
Uttar Pradesh,2025-06-03,14.653665427947875,107.8893471938789,86.46737153599426,95.88576761611313,9,275.123033840944,2.2384029803420002,21.40372438808111,1,0,1
Tamil Nadu,2025-06-04,12.896039914041697,116.48389153117117,79.35957472718988,98.61033032101892,5,175.02786454322734,2.2804405640236047,33.2688939695118,1,0,1
Maharashtra,2025-06-05,15.973842826329978,123.67456453585879,60.212539026733836,95.20142759388999,3,138.7830909770935,4.353411616196064,23.18450960383592,1,0,1
Tamil Nadu,2025-06-06,6.2244497304588435,125.30969071232988,92.17978569727289,97.02711412569577,1,245.49015283181456,3.6169199119994975,29.964674329870185,0,1,1
Uttar Pradesh,2025-06-07,5.905281259858457,124.66126451593274,90.9123829316135,97.58141649598836,7,204.997908788319,2.1017196145578914,17.26924383413148,0,1,1
Kerala,2025-06-08,8.706548510152196,154.4566601533933,81.9367665197425,97.90322612954817,3,55.06923426507986,4.870959818636344,19.951290162835694,0,1,1
Tamil Nadu,2025-06-09,7.393170201697825,142.8419586680114,62.65853303105089,99.67968624124279,8,246.27576408390007,2.2861673295914855,31.146912424007372,0,1,1
Kerala,2025-06-10,18.076753498883026,136.47431284544223,90.66060198130339,98.36125343647097,6,128.66531681841306,4.992936103314881,30.259858725793883,1,1,1
